year,gear,tmp,region,len,lentype,num
1997,1,2,1,275,SL,8
1997,1,2,1,254,FL,11
1997,1,2,1,278,SL,3
1997,1,2,1,210,TL,5
1997,1,2,1,266,TL,10
1997,1,2,1,214,SL,3
1997,1,2,1,266,FL,7
1997,1,2,1,288,SL,7
1997,1,2,1,210,SL,4
1997,1,2,1,252,SL,2
1997,1,2,1,232,FL,12
1997,1,2,1,259,FL,7
1997,1,2,1,263,FL,2
1997,1,2,1,269,SL,14
1997,1,2,1,183,TL,11
1997,1,2,1,275,TL,4
1997,1,2,1,270,SL,1
1997,1,2,1,282,FL,15
1997,1,2,1,234,SL,19
1997,1,2,1,222,TL,20
1997,1,2,1,254,SL,19
1997,1,2,1,239,FL,14
1997,1,2,1,221,TL,4
1997,1,2,1,290,TL,7
1997,1,2,1,288,FL,9
1997,1,2,1,306,TL,6
1997,1,2,1,233,TL,1
1997,1,2,1,245,FL,2
1997,1,2,1,253,FL,19
1997,1,2,2,305,SL,14
1997,1,2,2,291,SL,13
1997,1,2,2,322,FL,1
1997,1,2,2,250,SL,16
1997,1,2,2,332,FL,10
1997,1,2,2,244,TL,2
1997,1,2,2,302,FL,12
1997,1,2,2,334,FL,12
1997,1,2,2,291,TL,6
1997,1,2,2,270,FL,4
1997,1,2,2,270,TL,19
1997,1,2,2,336,FL,16
1997,1,2,2,252,FL,16
1997,1,2,2,289,TL,6
1997,1,2,2,256,TL,6
1997,1,2,2,317,SL,4
1997,1,2,2,313,FL,6
1997,1,2,2,315,FL,6
1997,1,2,2,302,FL,20
1997,1,2,2,293,FL,1
1997,1,2,2,267,FL,14
1997,1,2,2,350,TL,8
1997,1,2,2,327,SL,8
1997,1,2,2,305,TL,1
1997,1,2,2,291,SL,20
1997,1,2,2,297,SL,9
1997,1,2,2,274,FL,7
1997,1,2,2,291,FL,7
1997,1,2,2,279,SL,13
1997,1,2,2,299,TL,16
1997,1,2,2,251,TL,5
1997,1,2,2,334,FL,8
1997,1,2,2,333,TL,8
1997,1,2,2,266,TL,10
1997,1,2,2,301,FL,12
1997,1,2,2,320,TL,1
1997,1,2,2,309,TL,15
1997,1,2,2,283,SL,1
1997,1,2,2,261,TL,15
1997,1,2,2,310,FL,8
1997,1,2,2,323,FL,17
1997,1,2,2,304,SL,6
1997,1,2,2,263,SL,6
1997,1,2,2,332,FL,19
1997,1,2,2,345,FL,5
1997,1,2,2,303,SL,2
1997,1,2,2,296,FL,14
1997,1,2,2,261,TL,13
1997,1,2,2,268,TL,16
1997,1,2,2,255,SL,12
1997,1,2,2,340,TL,6
1997,1,2,2,280,FL,3
1997,1,2,2,293,FL,12
1997,1,2,2,316,FL,6
1997,1,2,2,242,TL,6
1997,1,2,2,296,FL,3
1997,1,2,2,274,TL,3
1997,1,2,2,339,FL,2
1997,1,2,2,322,SL,17
1997,1,2,2,278,TL,16
1997,1,2,2,284,TL,9
1997,1,2,2,293,TL,4
1997,1,2,2,299,FL,14
1997,1,2,2,314,FL,16
1997,1,2,2,332,SL,14
1997,1,2,2,316,FL,3
1997,1,2,2,333,FL,3
1997,1,2,2,293,TL,19
1997,1,2,2,302,FL,11
1997,1,2,2,309,SL,10
1997,1,2,2,325,FL,3
1997,1,2,2,275,SL,20
1997,1,2,2,293,FL,1
1997,1,2,2,319,TL,18
1997,1,2,2,294,FL,1
1997,1,2,2,316,TL,5
1997,1,2,2,295,FL,8
1997,1,2,2,344,FL,19
1997,1,2,2,316,TL,9
1997,1,2,2,350,TL,17
1997,1,2,2,226,TL,8
1997,1,2,2,269,FL,16
1997,1,2,2,302,FL,3
1997,1,2,2,324,SL,4
1997,1,2,2,327,FL,16
1997,1,2,2,301,FL,14
1997,1,2,2,281,FL,6
1997,1,2,2,316,SL,15
1997,1,2,2,290,FL,3
1997,1,2,2,307,SL,16
1997,1,2,2,283,TL,17
1997,1,2,2,278,TL,8
1997,1,2,2,277,FL,17
1997,1,2,2,328,TL,5
1997,1,2,2,269,TL,3
1997,1,2,2,232,TL,14
1997,1,2,2,321,FL,10
1997,1,2,2,257,SL,20
1997,1,2,2,267,TL,12
1997,1,2,2,283,FL,15
1997,1,2,2,259,FL,12
1997,1,2,2,285,TL,14
1997,1,2,2,313,FL,6
1997,1,2,2,306,TL,7
1997,1,2,2,270,FL,4
1997,1,2,2,287,TL,1
1997,1,2,2,292,TL,16
1997,1,2,2,339,TL,12
1997,1,2,2,261,TL,17
1997,1,2,2,288,TL,15
1997,1,2,2,318,FL,13
1997,1,2,2,217,FL,10
1997,1,2,2,277,SL,16
1997,1,2,2,274,FL,17
1997,1,2,2,283,FL,2
1997,1,2,2,262,TL,10
1997,1,2,2,283,FL,16
1997,1,2,2,309,SL,17
1997,1,2,2,329,SL,6
1997,1,2,2,276,FL,7
1997,1,2,2,307,TL,2
1997,1,2,2,331,FL,5
1997,1,2,2,316,FL,14
1997,1,2,2,292,SL,9
1997,1,2,2,289,TL,6
1997,1,2,2,318,SL,4
1997,1,2,2,279,FL,8
1997,1,2,2,317,TL,2
1997,1,2,2,257,FL,18
1997,1,2,2,349,TL,8
1997,1,2,2,311,FL,5
1997,1,2,2,280,FL,6
1997,1,2,2,296,FL,1
1997,1,2,2,315,FL,7
1997,1,2,2,365,FL,8
1997,1,2,2,278,FL,9
1997,1,2,2,290,SL,4
1997,1,2,2,254,TL,9
1997,1,2,2,304,FL,10
1997,1,2,2,301,TL,5
1997,1,2,2,346,FL,15
1997,1,2,2,281,TL,6
1997,1,2,2,226,TL,18
1997,1,2,2,312,SL,14
1997,1,2,2,302,TL,17
1997,1,2,2,341,FL,7
1997,1,2,2,321,SL,16
1997,1,2,2,290,FL,18
1997,1,2,2,300,TL,10
1997,1,2,2,283,TL,11
1997,1,2,2,311,FL,9
1997,1,2,2,301,SL,20
1997,1,2,2,291,TL,2
1997,1,2,2,290,FL,1
1997,1,2,2,334,SL,9
1997,1,2,2,286,TL,7
1997,1,2,2,336,TL,2
1997,1,2,2,320,FL,10
1997,1,2,2,314,TL,8
1997,1,2,2,240,TL,5
1997,1,2,2,268,TL,19
1997,1,2,2,316,FL,16
1997,1,2,2,295,FL,5
1997,1,2,2,335,TL,6
1997,1,2,2,290,FL,15
1997,1,2,2,333,FL,10
1997,1,2,2,335,TL,14
1997,1,2,2,283,FL,14
1997,1,2,2,245,TL,2
1997,1,2,2,317,SL,6
1997,1,2,2,273,SL,18
1997,1,2,2,269,FL,15
1997,1,2,2,271,FL,2
1997,1,2,2,293,TL,20
1997,1,2,2,309,SL,6
1997,1,2,2,298,FL,17
1997,1,2,2,303,FL,2
1997,1,2,2,300,TL,18
1997,1,2,2,323,TL,3
1997,1,2,2,312,FL,19
1997,1,2,2,242,FL,12
1997,1,2,2,344,FL,1
1997,1,2,2,342,TL,17
1997,1,2,2,281,TL,18
1997,1,2,2,311,FL,18
1997,1,2,2,312,FL,13
1997,1,2,2,295,FL,10
1997,1,2,2,270,SL,16
1997,1,2,2,318,SL,13
1997,1,2,2,309,SL,9
1997,1,2,2,255,TL,2
1997,1,2,2,347,TL,10
1997,1,2,2,318,SL,9
1997,1,2,2,294,TL,9
1997,1,2,2,247,FL,11
1997,1,2,2,339,TL,3
1997,1,2,2,284,SL,8
1997,1,2,2,309,SL,20
1997,1,2,2,260,SL,9
1997,1,2,2,308,FL,10
1997,1,2,2,339,TL,16
1997,1,2,2,320,SL,5
1997,1,2,2,308,FL,4
1997,1,2,2,276,SL,10
1997,1,2,2,338,SL,6
1997,1,2,2,326,FL,20
1997,1,2,2,288,SL,9
1997,1,2,2,279,TL,2
1997,1,2,2,282,FL,1
1997,1,2,2,323,TL,9
1997,1,2,2,243,FL,8
1997,1,2,2,336,SL,3
1997,1,2,2,314,FL,3
1997,1,2,2,323,TL,9
1997,1,2,2,277,SL,20
1997,1,2,2,251,TL,2
1997,1,2,2,272,SL,2
1997,1,2,2,270,SL,10
1997,1,2,2,247,FL,16
1997,1,2,2,312,FL,10
1997,1,2,2,293,SL,20
1997,1,2,2,316,FL,8
1997,1,2,2,292,FL,4
1997,1,2,2,344,SL,10
1997,1,2,2,273,SL,4
1997,1,2,2,314,SL,18
1997,1,2,2,356,TL,3
1997,1,2,2,327,TL,14
1997,1,2,2,318,FL,4
1997,1,2,2,306,TL,19
1997,1,2,2,358,TL,10
1997,1,2,2,319,TL,5
1997,1,2,2,311,FL,20
1997,1,2,2,317,SL,10
1997,1,2,2,249,TL,18
1997,1,2,2,287,SL,7
1997,1,2,2,295,TL,14
1997,1,2,2,334,FL,6
1997,1,2,2,300,TL,15
1997,1,2,2,308,SL,3
1997,1,2,2,309,FL,9
1997,1,2,2,294,FL,4
1997,1,2,2,311,SL,6
1997,1,2,2,336,FL,15
1997,1,2,2,333,TL,7
1997,1,2,2,297,SL,7
1997,1,2,2,316,SL,10
1997,1,2,2,306,SL,10
1997,1,2,2,309,TL,14
1997,1,2,2,296,TL,10
1997,2,2,1,357,SL,14
1997,2,2,1,304,FL,20
1997,2,2,1,316,SL,3
1997,2,2,1,373,SL,17
1997,2,2,1,324,FL,7
1997,2,2,1,319,SL,3
1997,2,2,1,386,FL,16
1997,2,2,1,316,SL,4
1997,2,2,1,353,SL,18
1997,2,2,1,356,TL,8
1997,2,2,1,360,SL,17
1997,2,2,1,314,SL,14
1997,2,2,1,334,FL,20
1997,2,2,1,358,FL,4
1997,2,2,1,287,FL,18
1997,2,2,1,381,TL,8
1997,2,2,1,349,TL,12
1997,2,2,1,362,SL,11
1997,2,2,1,350,SL,20
1997,2,2,1,280,SL,9
1997,2,2,1,401,FL,9
1997,2,2,1,369,TL,11
1997,2,2,1,352,FL,11
1997,2,2,1,357,FL,4
1997,2,2,1,411,TL,17
1997,2,2,1,316,FL,11
1997,2,2,1,281,TL,13
1997,2,2,1,335,FL,6
1997,2,2,1,334,FL,8
1997,2,2,1,410,SL,11
1997,2,2,1,388,TL,7
1997,2,2,1,322,TL,4
1997,2,2,1,314,TL,3
1997,2,2,1,388,SL,16
1997,2,2,1,345,FL,7
1997,2,2,1,329,SL,2
1997,2,2,1,317,TL,16
1997,2,2,1,354,TL,6
1997,2,2,1,346,TL,17
1997,2,2,1,311,FL,5
1997,2,2,1,351,FL,19
1997,2,2,1,330,SL,20
1997,2,2,1,354,SL,14
1997,2,2,1,353,SL,16
1997,2,2,1,354,FL,17
1997,2,2,1,294,FL,14
1997,2,2,1,352,SL,8
1997,2,2,1,367,SL,3
1997,2,2,1,324,FL,6
1997,2,2,1,275,SL,19
1997,2,2,1,319,TL,12
1997,2,2,1,376,SL,9
1997,2,2,1,394,SL,8
1997,2,2,1,343,TL,13
1997,2,2,1,340,FL,11
1997,2,2,1,359,SL,14
1997,2,2,1,350,FL,12
1997,2,2,1,334,TL,4
1997,2,2,1,345,FL,20
1997,2,2,1,375,TL,18
1997,2,2,1,368,TL,10
1997,2,2,1,364,SL,20
1997,2,2,1,339,FL,6
1997,2,2,1,429,FL,12
1997,2,2,1,320,TL,7
1997,2,2,1,354,FL,8
1997,2,2,1,367,TL,11
1997,2,2,1,354,TL,19
1997,2,2,1,334,SL,20
1997,2,2,1,320,FL,5
1997,2,2,1,359,TL,15
1997,2,2,1,320,SL,5
1997,2,2,1,330,SL,14
1997,2,2,1,361,SL,14
1997,2,2,1,348,TL,2
1997,2,2,1,290,FL,11
1997,2,2,1,309,FL,18
1997,2,2,1,337,SL,4
1997,2,2,1,360,TL,10
1997,2,2,1,380,TL,14
1997,2,2,1,347,TL,20
1997,2,2,1,346,FL,14
1997,2,2,1,338,FL,9
1997,2,2,1,359,SL,7
1997,2,2,1,349,SL,10
1997,2,2,1,384,FL,2
1997,2,2,1,374,SL,13
1997,2,2,1,347,SL,1
1997,2,2,1,343,TL,3
1997,2,2,1,422,SL,12
1997,2,2,1,359,TL,1
1997,2,2,1,352,FL,5
1997,2,2,1,331,SL,8
1997,2,2,1,406,TL,16
1997,2,2,1,333,TL,16
1997,2,2,1,323,SL,12
1997,2,2,1,385,SL,18
1997,2,2,1,353,SL,15
1997,2,2,1,385,SL,19
1997,2,2,1,351,FL,4
1997,2,2,1,351,TL,20
1997,2,2,1,348,FL,2
1997,2,2,1,365,SL,13
1997,2,2,1,362,TL,14
1997,2,2,1,367,TL,15
1997,2,2,1,356,SL,14
1997,2,2,1,337,FL,9
1997,2,2,1,354,TL,12
1997,2,2,1,360,SL,19
1997,2,2,1,381,FL,4
1997,2,2,1,345,TL,6
1997,2,2,1,364,TL,1
1997,2,2,1,340,FL,8
1997,2,2,1,321,SL,13
1997,2,2,1,331,TL,7
1997,2,2,1,394,FL,15
1997,2,2,1,316,SL,9
1997,2,2,1,392,TL,20
1997,2,2,1,395,FL,2
1997,2,2,1,339,TL,17
1997,2,2,1,310,FL,10
1997,2,2,1,304,FL,10
1997,2,2,1,311,FL,14
1997,2,2,1,338,TL,11
1997,2,2,1,353,SL,6
1997,2,2,1,391,FL,20
1997,2,2,1,355,SL,8
1997,2,2,1,355,TL,13
1997,2,2,1,360,SL,4
1997,2,2,1,359,FL,5
1997,2,2,1,287,TL,11
1997,2,2,1,337,SL,20
1997,2,2,1,340,FL,18
1997,2,2,1,377,FL,19
1997,2,2,1,302,TL,9
1997,2,2,1,330,FL,17
1997,2,2,1,344,FL,19
1997,2,2,1,329,SL,17
1997,2,2,1,409,TL,8
1997,2,2,1,359,TL,9
1997,2,2,1,359,TL,5
1997,2,2,1,339,TL,3
1997,2,2,1,275,SL,8
1997,2,2,1,332,SL,13
1997,2,2,1,422,TL,14
1997,2,2,1,426,SL,17
1997,2,2,1,401,SL,2
1997,2,2,1,330,SL,15
1997,2,2,1,303,TL,18
1997,2,2,1,352,TL,10
1997,2,2,1,345,SL,2
1997,2,2,1,306,SL,4
1997,2,2,1,358,TL,13
1997,2,2,1,409,TL,2
1997,2,2,1,373,TL,20
1997,2,2,1,302,SL,18
1997,2,2,1,330,SL,5
1997,2,2,1,344,TL,12
1997,2,2,1,382,FL,4
1997,2,2,1,308,SL,19
1997,2,2,1,326,TL,13
1997,2,2,1,368,TL,8
1997,2,2,1,396,FL,18
1997,2,2,1,364,TL,15
1997,2,2,1,335,TL,16
1997,2,2,1,345,FL,17
1997,2,2,1,382,TL,7
1997,2,2,1,322,TL,3
1997,2,2,1,289,TL,2
1997,2,2,1,396,SL,5
1997,2,2,1,377,SL,17
1997,2,2,1,370,TL,19
1997,2,2,1,309,TL,13
1997,2,2,1,321,SL,15
1997,2,2,1,370,FL,10
1997,2,2,1,351,SL,20
1997,2,2,1,350,FL,19
1997,2,2,1,400,TL,6
1997,2,2,1,337,TL,8
1997,2,2,1,333,TL,9
1997,2,2,1,444,FL,20
1997,2,2,1,308,SL,20
1997,2,2,1,367,TL,9
1997,2,2,1,372,SL,18
1997,2,2,1,315,SL,10
1997,2,2,1,333,TL,12
1997,2,2,1,371,FL,15
1997,2,2,1,306,SL,9
1997,2,2,1,395,SL,4
1997,2,2,1,364,SL,1
1997,2,2,1,402,TL,19
1997,2,2,1,326,TL,8
1997,2,2,1,385,FL,2
1997,2,2,1,312,TL,1
1997,2,2,1,317,SL,13
1997,2,2,1,366,SL,3
1997,2,2,1,348,SL,12
1997,2,2,1,365,SL,4
1997,2,2,1,265,SL,8
1997,2,2,1,382,SL,10
1997,2,2,1,362,FL,2
1997,2,2,1,333,SL,14
1997,2,2,1,391,TL,10
1997,2,2,1,320,FL,20
1997,2,2,1,335,SL,14
1997,2,2,1,342,TL,16
1997,2,2,1,358,TL,20
1997,2,2,1,365,TL,2
1997,2,2,1,375,TL,16
1997,2,2,1,348,TL,5
1997,2,2,1,396,SL,8
1997,2,2,1,338,SL,8
1997,2,2,1,330,FL,19
1997,2,2,1,327,TL,12
1997,2,2,1,378,SL,5
1997,2,2,1,397,FL,6
1997,2,2,1,369,FL,13
1997,2,2,1,355,FL,11
1997,2,2,1,375,TL,9
1997,2,2,1,360,FL,14
1997,2,2,1,375,SL,8
1997,2,2,1,346,TL,9
1997,2,2,1,399,SL,20
1997,2,2,1,377,TL,15
1997,2,2,1,326,FL,17
1997,2,2,1,410,SL,17
1997,2,2,1,283,TL,19
1997,2,2,1,358,SL,15
1997,2,2,1,347,FL,16
1997,2,2,1,315,SL,12
1997,2,2,1,362,SL,5
1997,2,2,1,364,FL,12
1997,2,2,1,359,TL,6
1997,2,2,1,372,SL,19
1997,2,2,1,340,TL,13
1997,2,2,1,395,SL,8
1997,2,2,1,342,TL,13
1997,2,2,1,375,SL,20
1997,2,2,1,386,SL,4
1997,2,2,1,317,FL,5
1997,2,2,1,350,FL,2
1997,2,2,1,330,TL,17
1997,2,2,1,358,FL,9
1997,2,2,1,346,FL,11
1997,2,2,1,382,SL,18
1997,2,2,1,323,FL,8
1997,2,2,1,379,FL,19
1997,2,2,1,334,SL,15
1997,2,2,1,337,TL,8
1997,2,2,1,339,SL,9
1997,2,2,2,406,TL,13
1997,2,2,2,385,SL,10
1997,2,2,2,403,TL,13
1997,2,2,2,325,SL,13
1997,2,2,2,365,TL,8
1997,2,2,2,348,TL,15
1997,2,2,2,412,FL,15
1997,2,2,2,343,FL,5
1997,2,2,2,393,SL,15
1997,2,2,2,353,TL,19
1997,2,2,2,417,SL,11
1997,2,2,2,398,FL,19
1997,2,2,2,453,SL,20
1997,2,2,2,404,FL,12
1997,2,2,2,458,SL,5
1997,2,2,2,367,FL,1
1997,2,2,2,396,SL,19
1997,2,2,2,385,SL,4
1997,2,2,2,378,FL,11
1997,2,2,2,398,FL,5
1997,2,2,2,367,SL,19
1997,2,2,2,352,TL,19
1997,2,2,2,366,SL,20
1997,2,2,2,356,FL,12
1997,2,2,2,433,TL,20
1997,2,2,2,377,FL,14
1997,2,2,2,350,TL,14
1997,2,2,2,338,FL,4
1997,2,2,2,325,TL,6
1997,2,2,2,418,FL,6
1997,2,2,2,462,TL,3
1997,2,2,2,384,TL,9
1997,2,2,2,426,SL,20
1997,2,2,2,398,TL,1
1997,2,2,2,382,SL,20
1997,2,2,2,369,SL,13
1997,2,2,2,439,SL,12
1997,2,2,2,423,TL,20
1997,2,2,2,391,FL,17
1997,2,2,2,425,TL,1
1997,2,2,2,421,TL,6
1997,2,2,2,392,FL,5
1997,2,2,2,416,SL,6
1997,2,2,2,377,FL,18
1997,2,2,2,450,SL,8
1997,2,2,2,362,SL,12
1997,2,2,2,393,FL,15
1997,2,2,2,446,TL,11
1997,2,2,2,392,TL,3
1997,2,2,2,384,FL,3
1997,2,2,2,378,FL,17
1997,2,2,2,419,FL,14
1997,2,2,2,408,TL,12
1997,2,2,2,495,FL,3
1997,2,2,2,391,SL,1
1997,2,2,2,433,TL,15
1997,2,2,2,395,SL,20
1997,2,2,2,390,TL,6
1997,2,2,2,430,TL,9
1997,2,2,2,412,TL,17
1997,2,2,2,317,SL,11
1997,2,2,2,393,TL,10
1997,2,2,2,403,TL,6
1997,2,2,2,370,TL,11
1997,2,2,2,395,SL,20
1997,2,2,2,417,SL,14
1997,2,2,2,360,TL,18
1997,2,2,2,420,TL,16
1997,2,2,2,425,FL,7
1997,2,2,2,450,TL,14
1997,2,2,2,405,TL,14
1997,2,2,2,386,FL,9
1997,2,2,2,420,SL,20
1997,2,2,2,376,TL,20
1997,2,2,2,407,SL,10
1997,2,2,2,375,SL,3
1997,2,2,2,358,FL,6
1997,2,2,2,396,TL,18
1997,2,2,2,387,SL,1
1997,2,2,2,447,TL,15
1997,2,2,2,425,SL,13
1997,2,2,2,390,SL,20
1997,2,2,2,440,FL,16
1997,2,2,2,375,SL,11
1997,2,2,2,396,TL,17
1997,2,2,2,374,TL,10
1997,2,2,2,416,SL,4
1997,2,2,2,378,SL,7
1997,2,2,2,393,SL,5
1997,2,2,2,434,TL,3
1997,2,2,2,377,TL,19
1997,2,2,2,366,FL,6
1997,2,2,2,441,TL,10
1997,2,2,2,369,FL,7
1997,2,2,2,429,FL,10
1997,2,2,2,396,FL,16
1997,2,2,2,430,SL,12
1997,2,2,2,439,SL,12
1997,2,2,2,439,TL,19
1997,2,2,2,381,SL,19
1997,2,2,2,366,SL,14
1997,2,2,2,414,SL,6
1997,2,2,2,404,TL,15
1997,2,2,2,418,TL,18
1997,2,2,2,405,SL,15
1997,2,2,2,421,SL,9
1997,2,2,2,427,FL,12
1997,2,2,2,431,TL,14
1997,2,2,2,419,FL,1
1997,2,2,2,368,TL,5
1997,2,2,2,388,FL,19
1997,2,2,2,463,FL,10
1997,2,2,2,402,FL,1
1997,2,2,2,435,SL,3
1997,2,2,2,448,FL,12
1997,2,2,2,423,SL,15
1997,2,2,2,413,SL,19
1997,2,2,2,439,TL,4
1997,2,2,2,391,SL,5
1997,2,2,2,456,TL,17
1997,2,2,2,421,SL,5
1997,2,2,2,415,FL,2
1997,2,2,2,436,FL,1
1997,2,2,2,405,SL,1
1997,2,2,2,430,SL,8
1997,2,2,2,382,FL,3
1997,2,2,2,386,FL,7
1997,2,2,2,386,FL,3
1997,2,2,2,392,FL,15
1997,2,2,2,385,TL,3
1997,2,2,2,393,FL,9
1997,2,2,2,376,SL,15
1997,2,2,2,394,SL,12
1997,2,2,2,343,FL,20
1997,2,2,2,413,FL,14
1997,2,2,2,420,SL,14
1997,2,2,2,380,SL,14
1997,2,2,2,401,TL,13
1997,2,2,2,411,FL,12
1997,2,2,2,422,TL,9
1997,2,2,2,404,SL,10
1997,2,2,2,398,SL,17
1997,2,2,2,416,SL,4
1997,2,2,2,356,SL,19
1997,2,2,2,432,SL,9
1997,2,2,2,379,SL,5
1997,2,2,2,405,TL,5
1997,2,2,2,392,SL,7
1997,2,2,2,375,TL,14
1997,2,2,2,360,FL,12
1997,2,2,2,375,TL,6
1997,2,2,2,417,FL,13
1997,2,2,2,371,TL,5
1997,2,2,2,405,FL,19
1997,2,2,2,423,SL,15
1997,2,2,2,380,TL,19
1997,2,2,2,415,TL,12
1997,2,2,2,413,FL,16
1997,2,2,2,389,SL,16
1997,2,2,2,401,SL,9
1997,2,2,2,396,TL,19
1997,2,2,2,416,TL,17
1997,2,2,2,435,FL,4
1997,2,2,2,388,SL,7
1997,2,2,2,424,SL,2
1997,2,2,2,339,FL,3
1997,2,2,2,408,SL,6
1997,2,2,2,432,FL,16
1997,2,2,2,385,FL,1
1997,2,2,2,415,SL,17
1997,2,2,2,376,SL,20
1997,2,2,2,410,TL,8
1997,2,2,2,411,FL,19
1997,2,2,2,417,FL,16
1997,2,2,2,483,SL,17
1997,2,2,2,396,FL,7
1997,2,2,2,366,FL,19
1997,2,2,2,397,TL,7
1997,2,2,2,413,FL,6
1997,2,2,2,381,TL,14
1997,2,2,2,395,SL,3
1997,2,2,2,415,TL,13
1997,2,2,2,382,TL,17
1997,2,2,2,387,FL,13
1997,2,2,2,392,TL,15
1997,2,2,2,351,SL,4
1997,2,2,2,387,SL,4
1997,2,2,2,448,FL,5
1997,2,2,2,406,SL,15
1997,2,2,2,417,FL,14
1997,2,2,2,390,FL,17
1997,2,2,2,441,TL,14
1997,2,2,2,395,FL,9
1997,2,2,2,385,FL,17
1997,2,2,2,367,FL,13
1997,2,2,2,375,FL,14
1997,2,2,2,389,FL,4
1997,2,2,2,391,FL,3
1997,2,2,2,366,TL,6
1997,2,2,2,416,TL,15
1997,2,2,2,377,TL,2
1997,2,2,2,394,FL,3
1997,2,2,2,475,TL,17
1997,2,2,2,409,FL,17
1997,2,2,2,406,SL,4
1997,2,2,2,414,FL,3
1997,2,2,2,405,FL,19
1997,2,2,2,443,FL,13
1997,2,2,2,392,FL,2
1997,2,2,2,420,TL,1
1997,2,2,2,399,TL,10
1997,2,2,2,361,TL,2
1997,2,2,2,371,TL,5
1997,2,2,2,388,TL,2
1997,2,2,2,431,TL,19
1997,2,2,2,364,SL,5
1997,2,2,2,365,FL,13
1997,2,2,2,433,TL,2
1997,2,2,2,439,FL,17
1997,2,2,2,404,TL,8
1997,2,2,2,409,TL,4
1997,2,2,2,364,TL,5
1997,2,2,2,399,TL,20
1997,2,2,2,391,FL,12
1997,2,2,2,396,SL,8
1997,2,2,2,401,SL,6
1997,2,2,2,427,TL,3
1997,2,2,2,411,FL,15
1997,2,2,2,422,SL,15
1997,2,2,2,442,SL,13
1997,2,2,2,345,SL,7
1997,2,2,2,357,TL,10
1997,2,2,2,443,SL,18
1997,2,2,2,332,SL,16
1997,2,2,2,429,TL,18
1997,2,2,2,353,TL,2
1997,2,2,2,377,SL,20
1997,2,2,2,431,TL,9
1997,2,2,2,449,TL,15
1997,2,2,2,363,FL,14
1997,2,2,2,388,TL,19
1997,2,2,2,395,FL,18
1997,2,2,2,339,FL,10
1997,2,2,2,376,FL,1
1997,2,2,2,417,SL,19
1997,2,2,2,401,SL,8
1997,2,2,2,387,SL,16
1997,2,2,2,368,FL,2
1997,2,2,2,427,FL,13
1997,2,2,2,389,FL,12
1998,1,1,1,247,TL,17
1998,1,1,1,265,TL,13
1998,1,1,1,307,TL,8
1998,1,1,1,248,SL,8
1998,1,1,1,303,FL,16
1998,1,1,1,295,TL,17
1998,1,1,1,215,SL,2
1998,1,1,1,310,SL,10
1998,1,1,1,244,TL,8
1998,1,1,1,253,SL,9
1998,1,1,1,249,SL,14
1998,1,1,1,312,SL,14
1998,1,1,1,217,SL,1
1998,1,1,1,250,SL,17
1998,1,1,1,251,TL,8
1998,1,1,1,232,FL,7
1998,1,1,1,210,TL,12
1998,1,1,1,237,FL,7
1998,1,1,1,240,SL,6
1998,1,1,1,287,FL,7
1998,1,1,1,194,FL,9
1998,1,1,1,209,TL,10
1998,1,1,1,262,SL,12
1998,1,1,1,238,FL,3
1998,1,1,1,262,FL,1
1998,1,1,1,225,FL,18
1998,1,1,1,216,FL,20
1998,1,1,1,222,FL,6
1998,1,1,1,280,TL,16
1998,1,1,1,271,TL,12
1998,1,1,1,194,SL,5
1998,1,1,1,266,FL,11
1998,1,1,1,303,FL,13
1998,1,1,1,245,TL,20
1998,1,1,1,243,TL,1
1998,1,1,1,256,SL,17
1998,1,1,1,239,SL,13
1998,1,1,1,215,FL,1
1998,1,1,1,281,FL,8
1998,1,1,1,261,FL,2
1998,1,1,1,248,FL,2
1998,1,1,1,256,FL,15
1998,1,1,1,220,SL,13
1998,1,1,1,260,TL,14
1998,1,1,1,234,TL,11
1998,1,1,1,214,SL,7
1998,1,1,1,254,SL,8
1998,1,1,1,316,SL,6
1998,1,1,1,222,TL,3
1998,1,1,1,255,TL,7
1998,1,1,1,285,FL,4
1998,1,1,1,291,TL,2
1998,1,1,1,267,SL,7
1998,1,1,1,302,FL,2
1998,1,1,1,232,SL,5
1998,1,1,1,234,SL,5
1998,1,1,1,252,SL,4
1998,1,1,1,246,SL,6
1998,1,1,1,229,TL,14
1998,1,1,1,254,FL,12
1998,1,1,1,269,SL,9
1998,1,1,1,199,TL,18
1998,1,1,1,331,SL,14
1998,1,1,1,248,TL,10
1998,1,1,1,244,SL,5
1998,1,1,1,250,FL,3
1998,1,1,1,306,FL,2
1998,1,1,1,254,TL,6
1998,1,1,1,206,TL,4
1998,1,1,1,223,FL,6
1998,1,1,1,226,SL,12
1998,1,1,1,270,SL,17
1998,1,1,1,239,TL,19
1998,1,1,1,255,FL,19
1998,1,1,1,248,FL,8
1998,1,1,1,266,SL,5
1998,1,1,1,242,TL,13
1998,1,1,1,218,FL,1
1998,1,1,1,253,SL,7
1998,1,1,1,245,TL,13
1998,1,1,1,308,TL,4
1998,1,1,1,265,SL,12
1998,1,1,1,286,SL,11
1998,1,1,1,292,SL,10
1998,1,1,1,269,SL,18
1998,1,1,1,254,SL,4
1998,1,1,1,271,SL,15
1998,1,1,1,261,SL,8
1998,1,1,1,194,TL,3
1998,1,1,1,214,TL,14
1998,1,1,1,226,TL,14
1998,1,1,1,298,FL,12
1998,1,1,1,205,SL,4
1998,1,1,1,281,SL,8
