year,gear,tmp,region,len,frac.age,age,lentype
1996,1,2,1,291,5.498288138,5,SL
1996,1,2,1,271,5.039267285,5,TL
1996,1,2,1,260,4.78259921,5,TL
1996,1,2,1,207,3.753968945,4,SL
1996,1,2,1,292,5.50936634,6,FL
1996,1,2,1,266,4.914692582,5,SL
1996,1,2,1,301,5.732250664,6,TL
1996,1,2,1,248,4.538143738,5,TL
1996,1,2,1,296,5.613852043,6,SL
1996,1,2,1,290,5.472455382,5,TL
1996,1,2,1,265,4.899946345,5,FL
1996,1,2,1,250,4.577916348,5,FL
1996,1,2,1,258,4.740974382,5,FL
1996,1,2,1,307,5.888336729,6,FL
1996,1,2,1,295,5.586019086,6,FL
1996,1,2,1,252,4.613805129,5,SL
1996,1,2,2,322,6.300534483,6,TL
1996,1,2,2,359,7.426594737,7,FL
1996,1,2,2,387,8.4675216,8,TL
1996,1,2,2,330,6.532785259,7,SL
1996,1,2,2,323,6.314663571,6,SL
1996,1,2,2,303,5.787221416,6,FL
1996,1,2,2,291,5.483292657,5,TL
1996,1,2,2,351,7.174514406,7,TL
1996,1,2,2,263,4.85558281,5,FL
1996,1,2,2,307,5.884416608,6,FL
1996,1,2,2,271,5.021163472,5,SL
1996,1,2,2,337,6.731686556,7,SL
1996,1,2,2,328,6.460656095,6,FL
1996,1,2,2,317,6.151669789,6,SL
1996,1,2,2,381,8.261483298,8,SL
1996,1,2,2,328,6.479709894,6,SL
1996,1,2,2,414,9.712530554,10,SL
1996,1,2,2,389,8.553871185,9,SL
1996,1,2,2,398,8.973981324,9,FL
1996,1,2,2,315,6.117944107,6,SL
1996,1,2,2,320,6.235620118,6,TL
1996,1,2,2,329,6.485593256,6,SL
1996,1,2,2,395,8.813548576,9,FL
1996,1,2,2,380,8.218191191,8,TL
1996,1,2,2,333,6.600178021,7,SL
1996,1,2,2,340,6.815466494,7,TL
1996,1,2,2,328,6.463622766,6,SL
1996,1,2,2,294,5.554519063,6,FL
1996,1,2,2,290,5.471118866,5,TL
1996,1,2,2,292,5.508959762,6,SL
1996,1,2,2,307,5.889982926,6,SL
1996,1,2,2,351,7.158465691,7,FL
1996,1,2,2,348,7.059490502,7,TL
1996,1,2,2,272,5.051316205,5,TL
1996,1,2,2,320,6.235629006,6,FL
1996,1,2,2,318,6.190071895,6,FL
1996,1,2,2,335,6.676802596,7,TL
1996,1,2,2,294,5.554509842,6,FL
1996,1,2,2,321,6.264871403,6,TL
1996,1,2,2,334,6.646965389,7,TL
1996,1,2,2,358,7.408598888,7,TL
1996,1,2,2,352,7.210885241,7,FL
1996,1,2,2,332,6.583300951,7,SL
1996,1,2,2,358,7.404932685,7,SL
1996,1,2,2,332,6.594809835,7,SL
1996,1,2,2,292,5.526599731,6,TL
1996,1,2,2,349,7.118554672,7,TL
1996,1,2,2,308,5.908511127,6,TL
1996,1,2,2,366,7.689121447,8,TL
1996,1,2,2,398,8.949310594,9,SL
1996,2,2,1,451,12.04903222,12,SL
1996,2,2,1,344,6.957332492,7,FL
1996,2,2,1,377,8.076656462,8,FL
1996,2,2,1,378,8.125564594,8,TL
1996,2,2,1,342,6.876987465,7,FL
1996,2,2,1,342,6.901125463,7,TL
1996,2,2,1,381,8.241401747,8,SL
1996,2,2,1,352,7.220359141,7,SL
1996,2,2,1,367,7.729112352,8,FL
1996,2,2,1,365,7.646500904,8,SL
1996,2,2,1,391,8.636863614,9,TL
1996,2,2,1,345,6.987122879,7,SL
1996,2,2,1,409,9.488330139,9,FL
1996,2,2,1,381,8.232959088,8,FL
1996,2,2,1,355,7.289132925,7,SL
1996,2,2,1,386,8.438848623,8,SL
1996,2,2,1,347,7.049743618,7,SL
1996,2,2,1,402,9.14102727,9,SL
1996,2,2,1,382,8.275032694,8,FL
1996,2,2,1,332,6.579486667,7,TL
1996,2,2,1,309,5.941825885,6,FL
1996,2,2,1,391,8.655146125,9,FL
1996,2,2,1,335,6.686918441,7,TL
1996,2,2,1,358,7.415739406,7,TL
1996,2,2,1,393,8.738784863,9,SL
1996,2,2,1,410,9.506704135,10,TL
1996,2,2,1,341,6.869932075,7,SL
1996,2,2,1,392,8.697207804,9,TL
1996,2,2,1,357,7.359399811,7,FL
1996,2,2,1,421,10.10671402,10,FL
1996,2,2,1,379,8.159673297,8,TL
1996,2,2,1,376,8.060948093,8,SL
1996,2,2,1,352,7.213825056,7,SL
1996,2,2,1,373,7.921962066,8,SL
1996,2,2,1,417,9.882591182,10,TL
1996,2,2,1,388,8.522606386,9,FL
1996,2,2,1,376,8.04435868,8,TL
1996,2,2,1,388,8.517059066,9,TL
1996,2,2,1,379,8.156645472,8,SL
1996,2,2,1,368,7.738223589,8,SL
1996,2,2,1,377,8.076705976,8,FL
1996,2,2,1,336,6.708304612,7,TL
1996,2,2,1,347,7.046868915,7,SL
1996,2,2,1,340,6.826256978,7,FL
1996,2,2,1,358,7.415420302,7,FL
1996,2,2,1,338,6.759490447,7,TL
1996,2,2,1,339,6.800927265,7,FL
1996,2,2,1,395,8.843339956,9,FL
1996,2,2,1,342,6.883572485,7,SL
1996,2,2,1,424,10.2353156,10,FL
1996,2,2,2,408,9.410783533,9,FL
1996,2,2,2,474,14.10117266,14,SL
1996,2,2,2,402,9.135692447,9,SL
1996,2,2,2,407,9.364318834,9,FL
1996,2,2,2,409,9.472841249,9,SL
1996,2,2,2,484,15.39273941,15,TL
1996,2,2,2,383,8.307478026,8,TL
1996,2,2,2,388,8.529031365,9,SL
1996,2,2,2,412,9.605254174,10,TL
1996,2,2,2,405,9.27432617,9,SL
1996,2,2,2,423,10.2197296,10,FL
1996,2,2,2,419,9.968157108,10,TL
1996,2,2,2,434,10.85796223,11,FL
1996,2,2,2,462,12.95188528,13,FL
1996,2,2,2,426,10.3946768,10,FL
1996,2,2,2,478,14.65912949,15,SL
1996,2,2,2,411,9.560091576,10,TL
1996,2,2,2,474,14.1238404,14,TL
1996,2,2,2,435,10.9327362,11,SL
1996,2,2,2,431,10.64219077,11,TL
1996,2,2,2,393,8.750439967,9,FL
1996,2,2,2,389,8.576898357,9,SL
1996,2,2,2,420,10.04122545,10,FL
1996,2,2,2,453,12.16577611,12,FL
1996,2,2,2,415,9.795889637,10,FL
1996,2,2,2,458,12.5630852,13,FL
1996,2,2,2,452,12.10715078,12,TL
1996,2,2,2,441,11.28512026,11,TL
1996,2,2,2,429,10.55431722,11,SL
1996,2,2,2,419,10.00137569,10,SL
1996,2,2,2,443,11.45919614,11,TL
1996,2,2,2,399,9.011370258,9,TL
1996,2,2,2,394,8.782806245,9,TL
1996,2,2,2,375,8.019257444,8,TL
1996,2,2,2,450,11.98465715,12,FL
1996,2,2,2,435,10.93256571,11,FL
1996,2,2,2,461,12.84557562,13,FL
1996,2,2,2,435,10.90647592,11,SL
1996,2,2,2,433,10.80976745,11,FL
1996,2,2,2,460,12.78978825,13,SL
1996,2,2,2,425,10.32111245,10,TL
1996,2,2,2,434,10.879392,11,TL
1996,2,2,2,444,11.51332858,12,TL
1996,2,2,2,393,8.740253428,9,TL
1996,2,2,2,445,11.55621778,12,TL
1996,2,2,2,403,9.186933241,9,TL
1996,2,2,2,416,9.806097441,10,SL
1996,2,2,2,412,9.604766329,10,SL
1996,2,2,2,414,9.736463231,10,SL
1996,2,2,2,385,8.423669758,8,SL
1997,1,1,1,295,5.588692702,6,SL
1997,1,1,1,245,4.480836514,4,TL
1997,1,1,1,227,4.117788455,4,FL
1997,1,1,1,303,5.787780515,6,SL
1997,1,1,1,243,4.434982825,4,TL
1997,1,1,1,270,4.996916622,5,FL
1997,1,1,1,263,4.853078988,5,SL
1997,1,1,1,236,4.29428976,4,TL
1997,1,1,1,285,5.356022953,5,TL
1997,1,1,1,319,6.209048466,6,SL
1997,1,1,1,286,5.367390714,5,SL
1997,1,1,1,280,5.232795351,5,SL
1997,1,1,1,296,5.622898366,6,SL
1997,1,1,1,277,5.157524806,5,SL
1997,1,1,1,285,5.34559782,5,TL
1997,1,1,1,279,5.202769006,5,SL
1997,1,1,1,299,5.69432251,6,SL
1997,1,1,1,313,6.046840303,6,SL
1997,1,1,1,249,4.550006948,5,TL
1997,1,1,1,268,4.963290886,5,TL
1997,1,1,1,273,5.076081414,5,FL
1997,1,1,1,298,5.672513044,6,FL
1997,1,1,1,258,4.749706443,5,SL
1997,1,1,1,285,5.354945489,5,SL
1997,1,1,1,291,5.488121386,5,SL
1997,1,1,1,233,4.246603066,4,TL
1997,1,1,1,290,5.478737531,5,FL
1997,1,1,1,259,4.77665029,5,SL
1997,1,1,1,252,4.616813262,5,FL
1997,1,1,1,252,4.627537156,5,SL
1997,1,1,1,291,5.489050928,5,SL
1997,1,1,1,305,5.834575495,6,FL
1997,1,1,1,268,4.952338584,5,TL
1997,1,1,1,298,5.659790209,6,SL
1997,1,1,1,286,5.381870871,5,FL
1997,1,1,1,327,6.431048338,6,SL
1997,1,1,1,254,4.658655857,5,SL
1997,1,1,1,281,5.25614468,5,FL
1997,1,1,1,250,4.579503736,5,SL
1997,1,1,1,268,4.962842149,5,TL
1997,1,1,1,277,5.164858034,5,SL
1997,1,1,1,284,5.326819815,5,SL
1997,1,1,1,223,4.054631241,4,SL
1997,1,1,1,338,6.766709622,7,FL
1997,1,1,1,283,5.293913957,5,FL
1997,1,1,1,248,4.547595861,5,FL
1997,1,1,1,293,5.552759613,6,TL
1997,1,1,1,266,4.925885777,5,FL
1997,1,1,1,250,4.579107946,5,TL
1997,1,1,1,277,5.172164802,5,TL
1997,1,1,2,326,6.401620271,6,FL
1997,1,1,2,353,7.253595825,7,TL
1997,1,1,2,327,6.439948859,6,SL
1997,1,1,2,340,6.815935602,7,FL
1997,1,1,2,377,8.099567036,8,TL
1997,1,1,2,278,5.192225587,5,FL
1997,1,1,2,312,6.016578079,6,TL
1997,1,1,2,292,5.511180835,6,FL
1997,1,1,2,311,5.98807133,6,FL
1997,1,1,2,300,5.706784638,6,FL
1997,1,1,2,343,6.917064279,7,FL
1997,1,1,2,330,6.524108558,7,SL
1997,1,1,2,317,6.164419179,6,TL
1997,1,1,2,336,6.714893127,7,FL
1997,1,1,2,327,6.440929349,6,SL
1997,1,1,2,319,6.204770139,6,FL
1997,1,1,2,310,5.985822944,6,SL
1997,1,1,2,329,6.506356843,7,FL
1997,1,1,2,358,7.393732082,7,TL
1997,1,1,2,381,8.252088741,8,FL
1997,1,1,2,304,5.815746588,6,SL
1997,1,1,2,281,5.259853601,5,SL
1997,1,1,2,330,6.525041701,7,FL
1997,1,1,2,312,6.02807936,6,SL
1997,1,1,2,330,6.539481759,7,FL
1997,1,1,2,339,6.795297463,7,SL
1997,1,1,2,290,5.472559981,5,FL
1997,1,1,2,320,6.242489496,6,FL
1997,1,1,2,367,7.705318577,8,FL
1997,1,1,2,309,5.956458333,6,TL
1997,1,1,2,309,5.95915993,6,FL
1997,1,1,2,296,5.623146054,6,FL
1997,1,1,2,308,5.91088475,6,TL
1997,1,1,2,326,6.407448866,6,FL
1997,1,1,2,290,5.459580323,5,FL
1997,1,1,2,336,6.698694659,7,TL
1997,1,1,2,308,5.916116636,6,FL
1997,1,1,2,330,6.535399053,7,SL
1997,1,1,2,341,6.842357408,7,SL
1997,1,1,2,357,7.370473716,7,FL
1997,1,1,2,328,6.458546982,6,TL
1997,1,1,2,335,6.668304085,7,SL
1997,1,1,2,269,4.986272029,5,FL
1997,1,1,2,338,6.769021436,7,FL
1997,1,1,2,291,5.490864155,5,SL
1997,1,1,2,293,5.530755113,6,FL
1997,1,1,2,348,7.073645517,7,TL
1997,1,1,2,335,6.679920645,7,SL
1997,1,1,2,339,6.790066118,7,SL
1997,1,1,2,348,7.0902648,7,FL
1997,2,1,1,381,8.230309099,8,FL
1997,2,1,1,436,10.95022251,11,TL
1997,2,1,1,342,6.877242713,7,TL
1997,2,1,1,400,9.060882022,9,FL
1997,2,1,1,349,7.121560303,7,TL
1997,2,1,1,368,7.771324565,8,SL
1997,2,1,1,363,7.571742673,8,TL
1997,2,1,1,450,11.97848111,12,FL
1997,2,1,1,342,6.893368754,7,TL
1997,2,1,1,402,9.14183377,9,FL
1997,2,1,1,396,8.870055246,9,SL
1997,2,1,1,365,7.659447224,8,TL
1997,2,1,1,332,6.570426944,7,TL
1997,2,1,1,373,7.92042929,8,TL
1997,2,1,1,369,7.795297372,8,FL
1997,2,1,1,395,8.836576668,9,FL
1997,2,1,1,420,10.03408929,10,TL
1997,2,1,1,373,7.940671924,8,TL
1997,2,1,1,426,10.37928618,10,FL
1997,2,1,1,347,7.028464487,7,FL
1997,2,1,1,362,7.538342709,8,FL
1997,2,1,1,424,10.25122071,10,SL
1997,2,1,1,356,7.32379586,7,TL
1997,2,1,1,400,9.061554989,9,TL
1997,2,1,1,414,9.706002246,10,TL
1997,2,1,1,400,9.03001579,9,SL
1997,2,1,1,410,9.501160161,10,TL
1997,2,1,1,362,7.533989938,8,FL
1997,2,1,1,370,7.837697761,8,TL
1997,2,1,1,376,8.034049344,8,SL
1997,2,1,1,396,8.853063075,9,FL
1997,2,1,1,414,9.699490572,10,TL
1997,2,1,1,333,6.625930773,7,SL
1997,2,1,1,392,8.71590723,9,TL
1997,2,1,1,336,6.696423873,7,TL
1997,2,1,1,375,8.021155758,8,SL
1997,2,1,1,391,8.653104849,9,TL
1997,2,1,1,320,6.247896416,6,TL
1997,2,1,1,293,5.547073104,6,FL
1997,2,1,1,421,10.08196448,10,SL
1997,2,1,1,348,7.090408031,7,SL
1997,2,1,1,369,7.785576403,8,TL
1997,2,1,1,366,7.672699769,8,TL
1997,2,1,1,329,6.497488765,6,SL
1997,2,1,1,372,7.893784115,8,FL
1997,2,1,1,410,9.515527881,10,FL
1997,2,1,1,362,7.52940333,8,SL
1997,2,1,1,405,9.303913213,9,FL
1997,2,1,1,361,7.496378313,7,SL
1997,2,1,1,323,6.314804593,6,SL
1997,2,1,2,418,9.928260655,10,TL
1997,2,1,2,446,11.67171775,12,TL
1997,2,1,2,440,11.2285223,11,FL
1997,2,1,2,448,11.78323265,12,SL
1997,2,1,2,413,9.664712235,10,FL
1997,2,1,2,459,12.70202398,13,SL
1997,2,1,2,464,13.1668806,13,FL
1997,2,1,2,446,11.63122116,12,FL
1997,2,1,2,385,8.405419195,8,TL
1997,2,1,2,408,9.432863098,9,FL
1997,2,1,2,486,15.64474054,16,SL
1997,2,1,2,463,13.07987822,13,FL
1997,2,1,2,474,14.15930199,14,FL
1997,2,1,2,453,12.16706874,12,TL
1997,2,1,2,452,12.13873698,12,TL
1997,2,1,2,457,12.47136441,12,SL
1997,2,1,2,424,10.23631834,10,TL
1997,2,1,2,451,12.05809799,12,TL
1997,2,1,2,433,10.81698166,11,FL
1997,2,1,2,379,8.180240232,8,TL
1997,2,1,2,399,8.983399146,9,SL
1997,2,1,2,407,9.383065852,9,FL
1997,2,1,2,415,9.795777341,10,SL
1997,2,1,2,394,8.764343882,9,SL
1997,2,1,2,439,11.19931921,11,TL
1997,2,1,2,477,14.48239262,14,TL
1997,2,1,2,421,10.08953063,10,SL
1997,2,1,2,417,9.87929753,10,SL
1997,2,1,2,426,10.39757149,10,TL
1997,2,1,2,448,11.80659956,12,FL
1997,2,1,2,445,11.59013075,12,SL
1997,2,1,2,407,9.363723217,9,TL
1997,2,1,2,442,11.376352,11,SL
1997,2,1,2,424,10.28107938,10,FL
1997,2,1,2,425,10.30765534,10,TL
1997,2,1,2,495,17.2108195,17,TL
1997,2,1,2,406,9.312652144,9,SL
1997,2,1,2,409,9.492418779,9,SL
1997,2,1,2,444,11.49324691,11,TL
1997,2,1,2,411,9.570020736,10,FL
1997,2,1,2,389,8.551821473,9,FL
1997,2,1,2,393,8.744133946,9,SL
1997,2,1,2,422,10.16798387,10,FL
1997,2,1,2,413,9.688819217,10,FL
1997,2,1,2,430,10.59428705,11,SL
1997,2,1,2,432,10.72504605,11,SL
1997,2,1,2,433,10.79158717,11,TL
1997,2,1,2,438,11.0951268,11,SL
1997,2,1,2,444,11.48935848,11,FL
1997,2,1,2,353,7.2383859,7,FL
1997,1,2,1,260,4.790687746,5,SL
1997,1,2,1,271,5.037360253,5,TL
1997,1,2,1,264,4.877539456,5,TL
1997,1,2,1,344,6.943177268,7,SL
1997,1,2,1,305,5.844317599,6,SL
1997,1,2,1,291,5.498167461,5,TL
1997,1,2,1,244,4.453446411,4,FL
1997,1,2,1,279,5.203520138,5,FL
1997,1,2,1,265,4.899499797,5,SL
1997,1,2,1,310,5.979717556,6,FL
1997,1,2,1,284,5.323620585,5,SL
1997,1,2,1,242,4.408768353,4,FL
1997,1,2,1,235,4.278811473,4,FL
1997,1,2,1,231,4.2076882,4,FL
1997,1,2,1,240,4.372671952,4,TL
1997,1,2,1,323,6.32553999,6,SL
1997,1,2,1,301,5.748253805,6,SL
1997,1,2,1,223,4.041085648,4,FL
1997,1,2,1,269,4.991712755,5,TL
1997,1,2,1,234,4.249318916,4,SL
1997,1,2,1,313,6.063221747,6,TL
1997,1,2,1,302,5.757457555,6,TL
1997,1,2,1,352,7.198579335,7,SL
1997,1,2,1,190,3.456381797,3,TL
1997,1,2,1,238,4.331558786,4,FL
1997,1,2,1,276,5.135743101,5,SL
1997,1,2,1,300,5.717930085,6,SL
1997,1,2,1,295,5.598041894,6,TL
1997,1,2,1,286,5.38421984,5,FL
1997,1,2,1,235,4.272582341,4,SL
1997,1,2,1,264,4.869559889,5,SL
1997,1,2,1,383,8.316062295,8,FL
1997,1,2,1,266,4.917955262,5,SL
1997,1,2,1,265,4.89544681,5,FL
1997,1,2,1,265,4.906017225,5,FL
1997,1,2,1,284,5.325465594,5,FL
1997,1,2,1,279,5.218344046,5,SL
1997,1,2,1,309,5.945510284,6,FL
1997,1,2,1,263,4.847849128,5,SL
1997,1,2,1,255,4.689368896,5,SL
1997,1,2,1,306,5.880251403,6,SL
1997,1,2,1,250,4.58109311,5,FL
1997,1,2,1,197,3.580073917,4,TL
1997,1,2,1,249,4.555143895,5,FL
1997,1,2,1,295,5.596101692,6,SL
1997,1,2,1,327,6.437363924,6,FL
1997,1,2,1,265,4.90586144,5,TL
1997,1,2,1,275,5.122974503,5,TL
1997,1,2,1,299,5.688519862,6,TL
1997,1,2,1,283,5.30262684,5,FL
1997,1,2,2,316,6.138476257,6,TL
1997,1,2,2,387,8.491202101,8,FL
1997,1,2,2,349,7.104533844,7,FL
1997,1,2,2,315,6.096045692,6,FL
1997,1,2,2,357,7.354882178,7,SL
1997,1,2,2,277,5.170242492,5,TL
1997,1,2,2,318,6.197204578,6,SL
1997,1,2,2,309,5.945244246,6,SL
1997,1,2,2,311,5.98882822,6,SL
1997,1,2,2,331,6.561114547,7,FL
1997,1,2,2,329,6.491183108,6,TL
1997,1,2,2,391,8.660975035,9,TL
1997,1,2,2,293,5.540921458,6,TL
1997,1,2,2,271,5.039464944,5,TL
1997,1,2,2,371,7.866478181,8,FL
1997,1,2,2,279,5.204439808,5,FL
1997,1,2,2,325,6.39709074,6,FL
1997,1,2,2,306,5.857862556,6,TL
1997,1,2,2,408,9.423268919,9,TL
1997,1,2,2,305,5.845014422,6,SL
1997,1,2,2,276,5.149408702,5,SL
1997,1,2,2,319,6.220198783,6,FL
1997,1,2,2,313,6.054599653,6,FL
1997,1,2,2,266,4.927112689,5,FL
1997,1,2,2,325,6.396261431,6,SL
1997,1,2,2,333,6.609663548,7,FL
1997,1,2,2,321,6.268621594,6,TL
1997,1,2,2,272,5.043115975,5,SL
1997,1,2,2,317,6.156346936,6,SL
1997,1,2,2,372,7.90065445,8,TL
1997,1,2,2,333,6.613670911,7,FL
1997,1,2,2,321,6.279622804,6,TL
1997,1,2,2,362,7.54009636,8,SL
1997,1,2,2,355,7.320033719,7,SL
1997,1,2,2,309,5.945810088,6,TL
1997,1,2,2,334,6.653900293,7,FL
1997,1,2,2,295,5.594184574,6,FL
1997,1,2,2,316,6.120109142,6,SL
1997,1,2,2,393,8.7242588,9,SL
1997,1,2,2,348,7.075133799,7,TL
1997,1,2,2,361,7.51882045,8,TL
1997,1,2,2,367,7.718891307,8,FL
1997,1,2,2,325,6.376488034,6,TL
1997,1,2,2,309,5.948121632,6,SL
1997,1,2,2,334,6.635752412,7,TL
1997,1,2,2,336,6.711430412,7,SL
1997,1,2,2,304,5.827536638,6,FL
1997,1,2,2,344,6.94892721,7,TL
1997,1,2,2,348,7.063039318,7,TL
1997,1,2,2,330,6.516845278,7,SL
1997,2,2,1,394,8.78749749,9,TL
1997,2,2,1,390,8.592507293,9,SL
1997,2,2,1,369,7.796082317,8,FL
1997,2,2,1,337,6.738307736,7,TL
1997,2,2,1,381,8.264670252,8,SL
1997,2,2,1,402,9.151635671,9,FL
1997,2,2,1,406,9.30451368,9,FL
1997,2,2,1,379,8.160622235,8,SL
1997,2,2,1,329,6.510355777,7,FL
1997,2,2,1,401,9.078906756,9,TL
1997,2,2,1,318,6.193131265,6,SL
1997,2,2,1,384,8.353656833,8,TL
1997,2,2,1,381,8.23504817,8,FL
1997,2,2,1,399,9.003665078,9,SL
1997,2,2,1,406,9.324554246,9,FL
1997,2,2,1,371,7.846496571,8,FL
1997,2,2,1,389,8.580816412,9,TL
1997,2,2,1,401,9.116457053,9,TL
1997,2,2,1,376,8.050194548,8,SL
1997,2,2,1,386,8.42724512,8,FL
1997,2,2,1,338,6.759238237,7,TL
1997,2,2,1,361,7.496360989,7,TL
1997,2,2,1,338,6.760177169,7,TL
1997,2,2,1,387,8.499509048,8,TL
1997,2,2,1,398,8.975631513,9,SL
1997,2,2,1,359,7.454987557,7,TL
1997,2,2,1,376,8.054012857,8,FL
1997,2,2,1,374,7.979519522,8,SL
1997,2,2,1,401,9.092772197,9,FL
1997,2,2,1,352,7.199022556,7,FL
1997,2,2,1,380,8.197871305,8,FL
1997,2,2,1,375,8.028823692,8,TL
1997,2,2,1,369,7.80178797,8,SL
1997,2,2,1,366,7.684437462,8,SL
1997,2,2,1,362,7.533086651,8,FL
1997,2,2,1,470,13.7066072,14,SL
1997,2,2,1,415,9.790628283,10,SL
1997,2,2,1,363,7.583744384,8,FL
1997,2,2,1,395,8.84449536,9,FL
1997,2,2,1,373,7.941561121,8,FL
1997,2,2,1,369,7.795556327,8,TL
1997,2,2,1,355,7.310812426,7,SL
1997,2,2,1,403,9.177692573,9,FL
1997,2,2,1,374,7.982608488,8,TL
1997,2,2,1,384,8.347631777,8,TL
1997,2,2,1,294,5.573526637,6,SL
1997,2,2,1,400,9.04179473,9,TL
1997,2,2,1,374,7.972511176,8,TL
1997,2,2,1,418,9.923043011,10,FL
1997,2,2,1,353,7.244626359,7,FL
1997,2,2,2,354,7.256616505,7,TL
1997,2,2,2,422,10.16996507,10,SL
1997,2,2,2,449,11.8966343,12,FL
1997,2,2,2,428,10.47263784,10,TL
1997,2,2,2,374,7.96439344,8,TL
1997,2,2,2,424,10.24470799,10,SL
1997,2,2,2,416,9.811359075,10,SL
1997,2,2,2,405,9.278906431,9,SL
1997,2,2,2,386,8.446986143,8,TL
1997,2,2,2,414,9.710832628,10,SL
1997,2,2,2,425,10.31777906,10,FL
1997,2,2,2,415,9.77861238,10,SL
1997,2,2,2,456,12.42385764,12,FL
1997,2,2,2,430,10.5836931,11,SL
1997,2,2,2,444,11.50819459,12,FL
1997,2,2,2,393,8.757613053,9,TL
1997,2,2,2,439,11.15055769,11,TL
1997,2,2,2,356,7.345107613,7,SL
1997,2,2,2,416,9.821123081,10,TL
1997,2,2,2,413,9.648190313,10,TL
1997,2,2,2,391,8.657257322,9,SL
1997,2,2,2,453,12.17162808,12,TL
1997,2,2,2,477,14.55394333,15,SL
1997,2,2,2,416,9.843885998,10,TL
1997,2,2,2,417,9.901257015,10,FL
1997,2,2,2,408,9.439819644,9,SL
1997,2,2,2,474,14.17863419,14,TL
1997,2,2,2,475,14.27407663,14,FL
1997,2,2,2,430,10.59082632,11,FL
1997,2,2,2,440,11.24324789,11,SL
1997,2,2,2,445,11.55992541,12,SL
1997,2,2,2,403,9.197336819,9,TL
1997,2,2,2,386,8.445103003,8,FL
1997,2,2,2,398,8.970088331,9,SL
1997,2,2,2,389,8.565471137,9,SL
1997,2,2,2,489,16.22587126,16,TL
1997,2,2,2,418,9.920719433,10,SL
1997,2,2,2,391,8.671651457,9,FL
1997,2,2,2,447,11.74454786,12,SL
1997,2,2,2,428,10.47431385,10,FL
1997,2,2,2,422,10.13136944,10,SL
1997,2,2,2,463,13.04207793,13,TL
1997,2,2,2,430,10.58681987,11,TL
1997,2,2,2,418,9.950136699,10,FL
1997,2,2,2,427,10.43199245,10,SL
1997,2,2,2,394,8.789088778,9,SL
1997,2,2,2,439,11.14129242,11,TL
1997,2,2,2,409,9.460671877,9,TL
1997,2,2,2,423,10.22307676,10,SL
1997,2,2,2,451,12.05540998,12,SL
1998,1,1,1,254,4.658026673,5,FL
1998,1,1,1,317,6.166302022,6,SL
1998,1,1,1,244,4.460802252,4,FL
1998,1,1,1,295,5.579851921,6,FL
1998,1,1,1,227,4.115526221,4,FL
1998,1,1,1,272,5.053321968,5,SL
1998,1,1,1,245,4.484704949,4,FL
1998,1,1,1,323,6.314931934,6,FL
1998,1,1,1,293,5.53205586,6,FL
1998,1,1,1,315,6.106981586,6,SL
1998,1,1,1,294,5.564326532,6,SL
1998,1,1,1,281,5.249099957,5,FL
1998,1,1,1,299,5.684301674,6,FL
1998,1,1,1,286,5.37679262,5,TL
1998,1,1,1,279,5.209753429,5,TL
1998,1,1,1,275,5.119336503,5,FL
1998,1,1,1,220,3.986017075,4,TL
1998,1,1,1,276,5.132623144,5,TL
1998,1,1,1,293,5.539700813,6,SL
1998,1,1,1,248,4.536082298,5,FL
1998,1,1,1,199,3.608634146,4,SL
1998,1,1,1,305,5.839520339,6,TL
1998,1,1,1,292,5.527215064,6,TL
1998,1,1,1,266,4.908101146,5,FL
1998,1,1,1,235,4.278968553,4,FL
1998,1,1,1,278,5.193072698,5,SL
1998,1,1,1,267,4.943296572,5,SL
1998,1,1,1,278,5.186775751,5,FL
1998,1,1,1,312,6.028634925,6,FL
1998,1,1,1,251,4.590300033,5,TL
1998,1,1,1,275,5.1197632,5,SL
1998,1,1,1,247,4.510424862,5,SL
1998,1,1,1,263,4.863803107,5,TL
1998,1,1,1,275,5.129227019,5,SL
1998,1,1,1,317,6.152459481,6,TL
1998,1,1,1,271,5.020427004,5,FL
1998,1,1,1,241,4.392830373,4,SL
1998,1,1,1,340,6.838089042,7,TL
1998,1,1,1,283,5.297582383,5,SL
1998,1,1,1,290,5.479555909,5,FL
1998,1,1,1,306,5.862140775,6,FL
1998,1,1,1,280,5.226642242,5,FL
1998,1,1,1,258,4.75368653,5,SL
1998,1,1,1,279,5.207403902,5,FL
1998,1,1,1,262,4.842302695,5,TL
1998,1,1,1,272,5.048375257,5,SL
1998,1,1,1,275,5.129278972,5,SL
1998,1,1,1,246,4.491475409,4,SL
1998,1,1,1,301,5.742721894,6,SL
1998,1,1,1,226,4.106257704,4,SL
1998,1,1,2,318,6.182318998,6,FL
1998,1,1,2,297,5.650279981,6,FL
1998,1,1,2,338,6.772040911,7,FL
1998,1,1,2,305,5.840886696,6,TL
1998,1,1,2,333,6.626282235,7,SL
1998,1,1,2,318,6.193117262,6,FL
1998,1,1,2,351,7.181985161,7,TL
1998,1,1,2,335,6.663633651,7,TL
1998,1,1,2,318,6.1764914,6,FL
1998,1,1,2,298,5.662896858,6,SL
1998,1,1,2,298,5.665633992,6,FL
1998,1,1,2,366,7.700809784,8,TL
1998,1,1,2,301,5.74378182,6,FL
1998,1,1,2,298,5.670191323,6,TL
1998,1,1,2,304,5.81957269,6,SL
1998,1,1,2,353,7.253872563,7,TL
1998,1,1,2,309,5.959667184,6,TL
1998,1,1,2,301,5.731709604,6,TL
1998,1,1,2,286,5.368064256,5,TL
